nom_complet,url,nom,extension,numero,image_url,image_status,souhaitée,possédée,Illustrateur,Date de sortie
Corayôme de Galar-V (La Voie du Maître 071),https://www.pokepedia.fr/Coray%C3%B4me%20de%20Galar-V%20(La%20Voie%20du%20Ma%C3%AEtre%20071),Corayôme de Galar-V,La Voie du Maître,071,https://www.pokepedia.fr/images/5/55/Carte_La_Voie_du_Ma%C3%AEtre_071.png,OK,False,False,5ban Graphics,"septembre 25, 2020  +"
Krakos-V (La Voie du Maître 072),https://www.pokepedia.fr/Krakos-V%20(La%20Voie%20du%20Ma%C3%AEtre%20072),Krakos-V,La Voie du Maître,072,https://www.pokepedia.fr/images/a/a9/Carte_La_Voie_du_Ma%C3%AEtre_072.png,OK,False,False,PLANETA Igarashi,"septembre 25, 2020  +"
Nabil (La Voie du Maître 073),https://www.pokepedia.fr/Nabil%20(La%20Voie%20du%20Ma%C3%AEtre%20073),Nabil,La Voie du Maître,073,https://www.pokepedia.fr/images/3/3d/Carte_La_Voie_du_Ma%C3%AEtre_073.png,OK,False,False,Naoki Saito,"septembre 25, 2020  +"
Dracaufeu-VMAX (La Voie du Maître 074),https://www.pokepedia.fr/Dracaufeu-VMAX%20(La%20Voie%20du%20Ma%C3%AEtre%20074),Dracaufeu-VMAX,La Voie du Maître,074,https://www.pokepedia.fr/images/b/ba/Carte_La_Voie_du_Ma%C3%AEtre_074.png,OK,False,False,aky CG Works,"septembre 25, 2020  +"
Torgamord-VMAX (La Voie du Maître 075),https://www.pokepedia.fr/Torgamord-VMAX%20(La%20Voie%20du%20Ma%C3%AEtre%20075),Torgamord-VMAX,La Voie du Maître,075,https://www.pokepedia.fr/images/1/1c/Carte_La_Voie_du_Ma%C3%AEtre_075.png,OK,False,False,aky CG Works,"septembre 25, 2020  +"
Gardevoir-VMAX (La Voie du Maître 076),https://www.pokepedia.fr/Gardevoir-VMAX%20(La%20Voie%20du%20Ma%C3%AEtre%20076),Gardevoir-VMAX,La Voie du Maître,076,https://www.pokepedia.fr/images/1/11/Carte_La_Voie_du_Ma%C3%AEtre_076.png,OK,False,False,5ban Graphics,"septembre 25, 2020  +"
Kabu (La Voie du Maître 077),https://www.pokepedia.fr/Kabu%20(La%20Voie%20du%20Ma%C3%AEtre%20077),Kabu,La Voie du Maître,077,https://www.pokepedia.fr/images/2/23/Carte_La_Voie_du_Ma%C3%AEtre_077.png,OK,False,False,Hitoshi Ariga,"septembre 25, 2020  +"
Peterson (La Voie du Maître 078),https://www.pokepedia.fr/Peterson%20(La%20Voie%20du%20Ma%C3%AEtre%20078),Peterson,La Voie du Maître,078,https://www.pokepedia.fr/images/7/7d/Carte_La_Voie_du_Ma%C3%AEtre_078.png,OK,False,False,kirisAki,"septembre 25, 2020  +"
Dracaufeu-V (La Voie du Maître 079),https://www.pokepedia.fr/Dracaufeu-V%20(La%20Voie%20du%20Ma%C3%AEtre%20079),Dracaufeu-V,La Voie du Maître,079,https://www.pokepedia.fr/images/5/5d/Carte_La_Voie_du_Ma%C3%AEtre_079.png,OK,False,False,5ban Graphics,"septembre 25, 2020  +"
Conserve Douteuse (La Voie du Maître 080),https://www.pokepedia.fr/Conserve%20Douteuse%20(La%20Voie%20du%20Ma%C3%AEtre%20080),Conserve Douteuse,La Voie du Maître,080,https://www.pokepedia.fr/images/2/2d/Carte_La_Voie_du_Ma%C3%AEtre_080.png,OK,False,False,Ryo Ueda,"septembre 25, 2020  +"
Éthernatos-V (Promo SWSH 044),https://www.pokepedia.fr/%C3%89thernatos-V%20(Promo%20SWSH%20044),Éthernatos-V,Promo SWSH,044,https://www.pokepedia.fr/images/e/ee/Carte_Promo_SWSH_SWSH044.png,OK,False,False,5ban Graphics,"septembre 18, 2020  +"
Évoli-GX (Promo SM 242),https://www.pokepedia.fr/%C3%89voli-GX%20(Promo%20SM%20242),Évoli-GX,Promo SM,242,https://www.pokepedia.fr/images/a/a5/Carte_Promo_SM_SM242.png,OK,False,False,aky CG Works,"août 28, 2020  +"
Papilusion-V (Épée et Bouclier Ténèbres Embrasées 177),https://www.pokepedia.fr/Papilusion-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20T%C3%A9n%C3%A8bres%20Embras%C3%A9es%20177),Papilusion-V,Épée et Bouclier Ténèbres Embrasées,177,https://www.pokepedia.fr/images/d/d9/Carte_%C3%89p%C3%A9e_et_Bouclier_T%C3%A9n%C3%A8bres_Embras%C3%A9es_177.png,OK,False,False,Saki Hayashiro,"août 14, 2020  +"
Démolosse-V (Épée et Bouclier Ténèbres Embrasées 178),https://www.pokepedia.fr/D%C3%A9molosse-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20T%C3%A9n%C3%A8bres%20Embras%C3%A9es%20178),Démolosse-V,Épée et Bouclier Ténèbres Embrasées,178,https://www.pokepedia.fr/images/2/22/Carte_%C3%89p%C3%A9e_et_Bouclier_T%C3%A9n%C3%A8bres_Embras%C3%A9es_178.png,OK,False,False,Ayaka Yoshida,"août 14, 2020  +"
Scolocendre-V (Épée et Bouclier Ténèbres Embrasées 179),https://www.pokepedia.fr/Scolocendre-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20T%C3%A9n%C3%A8bres%20Embras%C3%A9es%20179),Scolocendre-V,Épée et Bouclier Ténèbres Embrasées,179,https://www.pokepedia.fr/images/0/06/Carte_%C3%89p%C3%A9e_et_Bouclier_T%C3%A9n%C3%A8bres_Embras%C3%A9es_179.png,OK,False,False,5ban Graphics,"août 14, 2020  +"
Lucanon-V (Épée et Bouclier Ténèbres Embrasées 180),https://www.pokepedia.fr/Lucanon-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20T%C3%A9n%C3%A8bres%20Embras%C3%A9es%20180),Lucanon-V,Épée et Bouclier Ténèbres Embrasées,180,https://www.pokepedia.fr/images/e/eb/Carte_%C3%89p%C3%A9e_et_Bouclier_T%C3%A9n%C3%A8bres_Embras%C3%A9es_180.png,OK,False,False,Ayaka Yoshida,"août 14, 2020  +"
Rhinastoc-V (Épée et Bouclier Ténèbres Embrasées 181),https://www.pokepedia.fr/Rhinastoc-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20T%C3%A9n%C3%A8bres%20Embras%C3%A9es%20181),Rhinastoc-V,Épée et Bouclier Ténèbres Embrasées,181,https://www.pokepedia.fr/images/1/1d/Carte_%C3%89p%C3%A9e_et_Bouclier_T%C3%A9n%C3%A8bres_Embras%C3%A9es_181.png,OK,False,False,Eske Yoshinob,"août 14, 2020  +"
Nostenfer-V (Épée et Bouclier Ténèbres Embrasées 182),https://www.pokepedia.fr/Nostenfer-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20T%C3%A9n%C3%A8bres%20Embras%C3%A9es%20182),Nostenfer-V,Épée et Bouclier Ténèbres Embrasées,182,https://www.pokepedia.fr/images/2/2d/Carte_%C3%89p%C3%A9e_et_Bouclier_T%C3%A9n%C3%A8bres_Embras%C3%A9es_182.png,OK,False,False,PLANETA Mochizuki,"août 14, 2020  +"
Cizayox-V (Épée et Bouclier Ténèbres Embrasées 183),https://www.pokepedia.fr/Cizayox-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20T%C3%A9n%C3%A8bres%20Embras%C3%A9es%20183),Cizayox-V,Épée et Bouclier Ténèbres Embrasées,183,https://www.pokepedia.fr/images/2/25/Carte_%C3%89p%C3%A9e_et_Bouclier_T%C3%A9n%C3%A8bres_Embras%C3%A9es_183.png,OK,False,False,Satoshi Shirai,"août 14, 2020  +"
Limonde de Galar-V (Épée et Bouclier Ténèbres Embrasées 184),https://www.pokepedia.fr/Limonde%20de%20Galar-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20T%C3%A9n%C3%A8bres%20Embras%C3%A9es%20184),Limonde de Galar-V,Épée et Bouclier Ténèbres Embrasées,184,https://www.pokepedia.fr/images/2/2e/Carte_%C3%89p%C3%A9e_et_Bouclier_T%C3%A9n%C3%A8bres_Embras%C3%A9es_184.png,OK,False,False,PLANETA Tsuji,"août 14, 2020  +"
Drattak-V (Épée et Bouclier Ténèbres Embrasées 185),https://www.pokepedia.fr/Drattak-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20T%C3%A9n%C3%A8bres%20Embras%C3%A9es%20185),Drattak-V,Épée et Bouclier Ténèbres Embrasées,185,https://www.pokepedia.fr/images/6/6b/Carte_%C3%89p%C3%A9e_et_Bouclier_T%C3%A9n%C3%A8bres_Embras%C3%A9es_185.png,OK,False,False,Saki Hayashiro,"août 14, 2020  +"
Kabu (Épée et Bouclier Ténèbres Embrasées 186),https://www.pokepedia.fr/Kabu%20(%C3%89p%C3%A9e%20et%20Bouclier%20T%C3%A9n%C3%A8bres%20Embras%C3%A9es%20186),Kabu,Épée et Bouclier Ténèbres Embrasées,186,https://www.pokepedia.fr/images/8/8c/Carte_%C3%89p%C3%A9e_et_Bouclier_T%C3%A9n%C3%A8bres_Embras%C3%A9es_186.png,OK,False,False,Hitoshi Ariga,"août 14, 2020  +"
Peterson (Épée et Bouclier Ténèbres Embrasées 187),https://www.pokepedia.fr/Peterson%20(%C3%89p%C3%A9e%20et%20Bouclier%20T%C3%A9n%C3%A8bres%20Embras%C3%A9es%20187),Peterson,Épée et Bouclier Ténèbres Embrasées,187,https://www.pokepedia.fr/images/c/ca/Carte_%C3%89p%C3%A9e_et_Bouclier_T%C3%A9n%C3%A8bres_Embras%C3%A9es_187.png,OK,False,False,kirisAki,"août 14, 2020  +"
Soins de l'Éleveur de Pokémon (Épée et Bouclier Ténèbres Embrasées 188),https://www.pokepedia.fr/Soins%20de%20l%27%C3%89leveur%20de%20Pok%C3%A9mon%20(%C3%89p%C3%A9e%20et%20Bouclier%20T%C3%A9n%C3%A8bres%20Embras%C3%A9es%20188),Soins de l'Éleveur de Pokémon,Épée et Bouclier Ténèbres Embrasées,188,https://www.pokepedia.fr/images/5/5b/Carte_%C3%89p%C3%A9e_et_Bouclier_T%C3%A9n%C3%A8bres_Embras%C3%A9es_188.png,OK,False,False,kirisAki,"août 14, 2020  +"
Shehroz (Épée et Bouclier Ténèbres Embrasées 189),https://www.pokepedia.fr/Shehroz%20(%C3%89p%C3%A9e%20et%20Bouclier%20T%C3%A9n%C3%A8bres%20Embras%C3%A9es%20189),Shehroz,Épée et Bouclier Ténèbres Embrasées,189,https://www.pokepedia.fr/images/f/f6/Carte_%C3%89p%C3%A9e_et_Bouclier_T%C3%A9n%C3%A8bres_Embras%C3%A9es_189.png,OK,False,False,Naoki Saito,"août 14, 2020  +"
Papilusion-VMAX (Épée et Bouclier Ténèbres Embrasées 190),https://www.pokepedia.fr/Papilusion-VMAX%20(%C3%89p%C3%A9e%20et%20Bouclier%20T%C3%A9n%C3%A8bres%20Embras%C3%A9es%20190),Papilusion-VMAX,Épée et Bouclier Ténèbres Embrasées,190,https://www.pokepedia.fr/images/4/4d/Carte_%C3%89p%C3%A9e_et_Bouclier_T%C3%A9n%C3%A8bres_Embras%C3%A9es_190.png,OK,False,False,aky CG Works,"août 14, 2020  +"
Scolocendre-VMAX (Épée et Bouclier Ténèbres Embrasées 191),https://www.pokepedia.fr/Scolocendre-VMAX%20(%C3%89p%C3%A9e%20et%20Bouclier%20T%C3%A9n%C3%A8bres%20Embras%C3%A9es%20191),Scolocendre-VMAX,Épée et Bouclier Ténèbres Embrasées,191,https://www.pokepedia.fr/images/8/82/Carte_%C3%89p%C3%A9e_et_Bouclier_T%C3%A9n%C3%A8bres_Embras%C3%A9es_191.png,OK,False,False,5ban Graphics,"août 14, 2020  +"
Éthernatos-VMAX (Épée et Bouclier Ténèbres Embrasées 192),https://www.pokepedia.fr/%C3%89thernatos-VMAX%20(%C3%89p%C3%A9e%20et%20Bouclier%20T%C3%A9n%C3%A8bres%20Embras%C3%A9es%20192),Éthernatos-VMAX,Épée et Bouclier Ténèbres Embrasées,192,https://www.pokepedia.fr/images/3/35/Carte_%C3%89p%C3%A9e_et_Bouclier_T%C3%A9n%C3%A8bres_Embras%C3%A9es_192.png,OK,False,False,5ban Graphics,"août 14, 2020  +"
Cizayox-VMAX (Épée et Bouclier Ténèbres Embrasées 193),https://www.pokepedia.fr/Cizayox-VMAX%20(%C3%89p%C3%A9e%20et%20Bouclier%20T%C3%A9n%C3%A8bres%20Embras%C3%A9es%20193),Cizayox-VMAX,Épée et Bouclier Ténèbres Embrasées,193,https://www.pokepedia.fr/images/1/18/Carte_%C3%89p%C3%A9e_et_Bouclier_T%C3%A9n%C3%A8bres_Embras%C3%A9es_193.png,OK,False,False,5ban Graphics,"août 14, 2020  +"
Drattak-VMAX (Épée et Bouclier Ténèbres Embrasées 194),https://www.pokepedia.fr/Drattak-VMAX%20(%C3%89p%C3%A9e%20et%20Bouclier%20T%C3%A9n%C3%A8bres%20Embras%C3%A9es%20194),Drattak-VMAX,Épée et Bouclier Ténèbres Embrasées,194,https://www.pokepedia.fr/images/4/4b/Carte_%C3%89p%C3%A9e_et_Bouclier_T%C3%A9n%C3%A8bres_Embras%C3%A9es_194.png,OK,False,False,5ban Graphics,"août 14, 2020  +"
Soins de l'Éleveur de Pokémon (Épée et Bouclier Ténèbres Embrasées 195),https://www.pokepedia.fr/Soins%20de%20l%27%C3%89leveur%20de%20Pok%C3%A9mon%20(%C3%89p%C3%A9e%20et%20Bouclier%20T%C3%A9n%C3%A8bres%20Embras%C3%A9es%20195),Soins de l'Éleveur de Pokémon,Épée et Bouclier Ténèbres Embrasées,195,https://www.pokepedia.fr/images/7/7c/Carte_%C3%89p%C3%A9e_et_Bouclier_T%C3%A9n%C3%A8bres_Embras%C3%A9es_195.png,OK,False,False,kirisAki,"août 14, 2020  +"
Shehroz (Épée et Bouclier Ténèbres Embrasées 196),https://www.pokepedia.fr/Shehroz%20(%C3%89p%C3%A9e%20et%20Bouclier%20T%C3%A9n%C3%A8bres%20Embras%C3%A9es%20196),Shehroz,Épée et Bouclier Ténèbres Embrasées,196,https://www.pokepedia.fr/images/7/7b/Carte_%C3%89p%C3%A9e_et_Bouclier_T%C3%A9n%C3%A8bres_Embras%C3%A9es_196.png,OK,False,False,Naoki Saito,"août 14, 2020  +"
Gorythmic (Épée et Bouclier Ténèbres Embrasées 197),https://www.pokepedia.fr/Gorythmic%20(%C3%89p%C3%A9e%20et%20Bouclier%20T%C3%A9n%C3%A8bres%20Embras%C3%A9es%20197),Gorythmic,Épée et Bouclier Ténèbres Embrasées,197,https://www.pokepedia.fr/images/7/7a/Carte_%C3%89p%C3%A9e_et_Bouclier_T%C3%A9n%C3%A8bres_Embras%C3%A9es_197.png,OK,False,False,5ban Graphics,"août 14, 2020  +"
Monthracite (Épée et Bouclier Ténèbres Embrasées 198),https://www.pokepedia.fr/Monthracite%20(%C3%89p%C3%A9e%20et%20Bouclier%20T%C3%A9n%C3%A8bres%20Embras%C3%A9es%20198),Monthracite,Épée et Bouclier Ténèbres Embrasées,198,https://www.pokepedia.fr/images/c/c7/Carte_%C3%89p%C3%A9e_et_Bouclier_T%C3%A9n%C3%A8bres_Embras%C3%A9es_198.png,OK,False,False,PLANETA Tsuji,"août 14, 2020  +"
Ombrelle Géante (Épée et Bouclier Ténèbres Embrasées 199),https://www.pokepedia.fr/Ombrelle%20G%C3%A9ante%20(%C3%89p%C3%A9e%20et%20Bouclier%20T%C3%A9n%C3%A8bres%20Embras%C3%A9es%20199),Ombrelle Géante,Épée et Bouclier Ténèbres Embrasées,199,https://www.pokepedia.fr/images/d/d6/Carte_%C3%89p%C3%A9e_et_Bouclier_T%C3%A9n%C3%A8bres_Embras%C3%A9es_199.png,OK,False,False,Toyste Beach,"août 14, 2020  +"
Fortifiant Turbo (Épée et Bouclier Ténèbres Embrasées 200),https://www.pokepedia.fr/Fortifiant%20Turbo%20(%C3%89p%C3%A9e%20et%20Bouclier%20T%C3%A9n%C3%A8bres%20Embras%C3%A9es%20200),Fortifiant Turbo,Épée et Bouclier Ténèbres Embrasées,200,https://www.pokepedia.fr/images/e/e8/Carte_%C3%89p%C3%A9e_et_Bouclier_T%C3%A9n%C3%A8bres_Embras%C3%A9es_200.png,OK,False,False,Toyste Beach,"août 14, 2020  +"
Pikachu (Promo SWSH 020),https://www.pokepedia.fr/Pikachu%20(Promo%20SWSH%20020),Pikachu,Promo SWSH,020,https://www.pokepedia.fr/images/6/6c/Carte_Promo_SWSH_SWSH020.png,OK,False,False,Hideki Ishikawa,"juin 26, 2020  +"
Gorythmic-V (Épée et Bouclier Clash des Rebelles 175),https://www.pokepedia.fr/Gorythmic-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20Clash%20des%20Rebelles%20175),Gorythmic-V,Épée et Bouclier Clash des Rebelles,175,https://www.pokepedia.fr/images/4/44/Carte_%C3%89p%C3%A9e_et_Bouclier_Clash_des_Rebelles_175.png,OK,False,False,5ban Graphics,"mai 1, 2020  +"
Blancoton-V (Épée et Bouclier Clash des Rebelles 176),https://www.pokepedia.fr/Blancoton-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20Clash%20des%20Rebelles%20176),Blancoton-V,Épée et Bouclier Clash des Rebelles,176,https://www.pokepedia.fr/images/3/31/Carte_%C3%89p%C3%A9e_et_Bouclier_Clash_des_Rebelles_176.png,OK,False,False,5ban Graphics,"mai 1, 2020  +"
Feunard-V (Épée et Bouclier Clash des Rebelles 177),https://www.pokepedia.fr/Feunard-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20Clash%20des%20Rebelles%20177),Feunard-V,Épée et Bouclier Clash des Rebelles,177,https://www.pokepedia.fr/images/a/ab/Carte_%C3%89p%C3%A9e_et_Bouclier_Clash_des_Rebelles_177.png,OK,False,False,Saki Hayashiro,"mai 1, 2020  +"
Pyrobut-V (Épée et Bouclier Clash des Rebelles 178),https://www.pokepedia.fr/Pyrobut-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20Clash%20des%20Rebelles%20178),Pyrobut-V,Épée et Bouclier Clash des Rebelles,178,https://www.pokepedia.fr/images/e/ee/Carte_%C3%89p%C3%A9e_et_Bouclier_Clash_des_Rebelles_178.png,OK,False,False,5ban Graphics,"mai 1, 2020  +"
Milobellus-V (Épée et Bouclier Clash des Rebelles 179),https://www.pokepedia.fr/Milobellus-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20Clash%20des%20Rebelles%20179),Milobellus-V,Épée et Bouclier Clash des Rebelles,179,https://www.pokepedia.fr/images/f/fa/Carte_%C3%89p%C3%A9e_et_Bouclier_Clash_des_Rebelles_179.png,OK,False,False,Ayaka Yoshida,"mai 1, 2020  +"
Lézargus-V (Épée et Bouclier Clash des Rebelles 180),https://www.pokepedia.fr/L%C3%A9zargus-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20Clash%20des%20Rebelles%20180),Lézargus-V,Épée et Bouclier Clash des Rebelles,180,https://www.pokepedia.fr/images/1/16/Carte_%C3%89p%C3%A9e_et_Bouclier_Clash_des_Rebelles_180.png,OK,False,False,5ban Graphics,"mai 1, 2020  +"
Fulgudog-V (Épée et Bouclier Clash des Rebelles 181),https://www.pokepedia.fr/Fulgudog-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20Clash%20des%20Rebelles%20181),Fulgudog-V,Épée et Bouclier Clash des Rebelles,181,https://www.pokepedia.fr/images/6/63/Carte_%C3%89p%C3%A9e_et_Bouclier_Clash_des_Rebelles_181.png,OK,False,False,aky CG Works,"mai 1, 2020  +"
Salarsen-V (Épée et Bouclier Clash des Rebelles 182),https://www.pokepedia.fr/Salarsen-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20Clash%20des%20Rebelles%20182),Salarsen-V,Épée et Bouclier Clash des Rebelles,182,https://www.pokepedia.fr/images/1/1a/Carte_%C3%89p%C3%A9e_et_Bouclier_Clash_des_Rebelles_182.png,OK,False,False,5ban Graphics,"mai 1, 2020  +"
Lanssorien-V (Épée et Bouclier Clash des Rebelles 183),https://www.pokepedia.fr/Lanssorien-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20Clash%20des%20Rebelles%20183),Lanssorien-V,Épée et Bouclier Clash des Rebelles,183,https://www.pokepedia.fr/images/5/50/Carte_%C3%89p%C3%A9e_et_Bouclier_Clash_des_Rebelles_183.png,OK,False,False,aky CG Works,"mai 1, 2020  +"
Dunaconda-V (Épée et Bouclier Clash des Rebelles 184),https://www.pokepedia.fr/Dunaconda-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20Clash%20des%20Rebelles%20184),Dunaconda-V,Épée et Bouclier Clash des Rebelles,184,https://www.pokepedia.fr/images/2/21/Carte_%C3%89p%C3%A9e_et_Bouclier_Clash_des_Rebelles_184.png,OK,False,False,aky CG Works,"mai 1, 2020  +"
Hexadron-V (Épée et Bouclier Clash des Rebelles 185),https://www.pokepedia.fr/Hexadron-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20Clash%20des%20Rebelles%20185),Hexadron-V,Épée et Bouclier Clash des Rebelles,185,https://www.pokepedia.fr/images/4/4f/Carte_%C3%89p%C3%A9e_et_Bouclier_Clash_des_Rebelles_185.png,OK,False,False,aky CG Works,"mai 1, 2020  +"
Sepiatroce-V (Épée et Bouclier Clash des Rebelles 186),https://www.pokepedia.fr/Sepiatroce-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20Clash%20des%20Rebelles%20186),Sepiatroce-V,Épée et Bouclier Clash des Rebelles,186,https://www.pokepedia.fr/images/7/79/Carte_%C3%89p%C3%A9e_et_Bouclier_Clash_des_Rebelles_186.png,OK,False,False,Eske Yoshinob,"mai 1, 2020  +"
Pachyradjah-V (Épée et Bouclier Clash des Rebelles 187),https://www.pokepedia.fr/Pachyradjah-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20Clash%20des%20Rebelles%20187),Pachyradjah-V,Épée et Bouclier Clash des Rebelles,187,https://www.pokepedia.fr/images/b/bf/Carte_%C3%89p%C3%A9e_et_Bouclier_Clash_des_Rebelles_187.png,OK,False,False,5ban Graphics,"mai 1, 2020  +"
Moumouflon-V (Épée et Bouclier Clash des Rebelles 188),https://www.pokepedia.fr/Moumouflon-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20Clash%20des%20Rebelles%20188),Moumouflon-V,Épée et Bouclier Clash des Rebelles,188,https://www.pokepedia.fr/images/2/25/Carte_%C3%89p%C3%A9e_et_Bouclier_Clash_des_Rebelles_188.png,OK,False,False,5ban Graphics,"mai 1, 2020  +"
Ordres du Boss (Épée et Bouclier Clash des Rebelles 189),https://www.pokepedia.fr/Ordres%20du%20Boss%20(%C3%89p%C3%A9e%20et%20Bouclier%20Clash%20des%20Rebelles%20189),Ordres du Boss,Épée et Bouclier Clash des Rebelles,189,https://www.pokepedia.fr/images/0/0d/Carte_%C3%89p%C3%A9e_et_Bouclier_Clash_des_Rebelles_189.png,OK,False,False,nagimiso,"mai 1, 2020  +"
Percy (Épée et Bouclier Clash des Rebelles 190),https://www.pokepedia.fr/Percy%20(%C3%89p%C3%A9e%20et%20Bouclier%20Clash%20des%20Rebelles%20190),Percy,Épée et Bouclier Clash des Rebelles,190,https://www.pokepedia.fr/images/3/3b/Carte_%C3%89p%C3%A9e_et_Bouclier_Clash_des_Rebelles_190.png,OK,False,False,Hitoshi Ariga,"mai 1, 2020  +"
Liv (Épée et Bouclier Clash des Rebelles 191),https://www.pokepedia.fr/Liv%20(%C3%89p%C3%A9e%20et%20Bouclier%20Clash%20des%20Rebelles%20191),Liv,Épée et Bouclier Clash des Rebelles,191,https://www.pokepedia.fr/images/1/1b/Carte_%C3%89p%C3%A9e_et_Bouclier_Clash_des_Rebelles_191.png,OK,False,False,kirisAki,"mai 1, 2020  +"
Sonya (Épée et Bouclier Clash des Rebelles 192),https://www.pokepedia.fr/Sonya%20(%C3%89p%C3%A9e%20et%20Bouclier%20Clash%20des%20Rebelles%20192),Sonya,Épée et Bouclier Clash des Rebelles,192,https://www.pokepedia.fr/images/9/9b/Carte_%C3%89p%C3%A9e_et_Bouclier_Clash_des_Rebelles_192.png,OK,False,False,Naoki Saito,"mai 1, 2020  +"
Gorythmic-VMAX (Épée et Bouclier Clash des Rebelles 193),https://www.pokepedia.fr/Gorythmic-VMAX%20(%C3%89p%C3%A9e%20et%20Bouclier%20Clash%20des%20Rebelles%20193),Gorythmic-VMAX,Épée et Bouclier Clash des Rebelles,193,https://www.pokepedia.fr/images/7/7d/Carte_%C3%89p%C3%A9e_et_Bouclier_Clash_des_Rebelles_193.png,OK,False,False,5ban Graphics,"mai 1, 2020  +"
Pyrobut-VMAX (Épée et Bouclier Clash des Rebelles 194),https://www.pokepedia.fr/Pyrobut-VMAX%20(%C3%89p%C3%A9e%20et%20Bouclier%20Clash%20des%20Rebelles%20194),Pyrobut-VMAX,Épée et Bouclier Clash des Rebelles,194,https://www.pokepedia.fr/images/a/af/Carte_%C3%89p%C3%A9e_et_Bouclier_Clash_des_Rebelles_194.png,OK,False,False,5ban Graphics,"mai 1, 2020  +"
Lézargus-VMAX (Épée et Bouclier Clash des Rebelles 195),https://www.pokepedia.fr/L%C3%A9zargus-VMAX%20(%C3%89p%C3%A9e%20et%20Bouclier%20Clash%20des%20Rebelles%20195),Lézargus-VMAX,Épée et Bouclier Clash des Rebelles,195,https://www.pokepedia.fr/images/d/df/Carte_%C3%89p%C3%A9e_et_Bouclier_Clash_des_Rebelles_195.png,OK,False,False,5ban Graphics,"mai 1, 2020  +"
Salarsen-VMAX (Épée et Bouclier Clash des Rebelles 196),https://www.pokepedia.fr/Salarsen-VMAX%20(%C3%89p%C3%A9e%20et%20Bouclier%20Clash%20des%20Rebelles%20196),Salarsen-VMAX,Épée et Bouclier Clash des Rebelles,196,https://www.pokepedia.fr/images/6/68/Carte_%C3%89p%C3%A9e_et_Bouclier_Clash_des_Rebelles_196.png,OK,False,False,5ban Graphics,"mai 1, 2020  +"
Lanssorien-VMAX (Épée et Bouclier Clash des Rebelles 197),https://www.pokepedia.fr/Lanssorien-VMAX%20(%C3%89p%C3%A9e%20et%20Bouclier%20Clash%20des%20Rebelles%20197),Lanssorien-VMAX,Épée et Bouclier Clash des Rebelles,197,https://www.pokepedia.fr/images/1/17/Carte_%C3%89p%C3%A9e_et_Bouclier_Clash_des_Rebelles_197.png,OK,False,False,aky CG Works,"mai 1, 2020  +"
Sepiatroce-VMAX (Épée et Bouclier Clash des Rebelles 198),https://www.pokepedia.fr/Sepiatroce-VMAX%20(%C3%89p%C3%A9e%20et%20Bouclier%20Clash%20des%20Rebelles%20198),Sepiatroce-VMAX,Épée et Bouclier Clash des Rebelles,198,https://www.pokepedia.fr/images/3/3e/Carte_%C3%89p%C3%A9e_et_Bouclier_Clash_des_Rebelles_198.png,OK,False,False,5ban Graphics,"mai 1, 2020  +"
Pachyradjah-VMAX (Épée et Bouclier Clash des Rebelles 199),https://www.pokepedia.fr/Pachyradjah-VMAX%20(%C3%89p%C3%A9e%20et%20Bouclier%20Clash%20des%20Rebelles%20199),Pachyradjah-VMAX,Épée et Bouclier Clash des Rebelles,199,https://www.pokepedia.fr/images/c/c7/Carte_%C3%89p%C3%A9e_et_Bouclier_Clash_des_Rebelles_199.png,OK,False,False,5ban Graphics,"mai 1, 2020  +"
Ordres du Boss (Épée et Bouclier Clash des Rebelles 200),https://www.pokepedia.fr/Ordres%20du%20Boss%20(%C3%89p%C3%A9e%20et%20Bouclier%20Clash%20des%20Rebelles%20200),Ordres du Boss,Épée et Bouclier Clash des Rebelles,200,https://www.pokepedia.fr/images/1/18/Carte_%C3%89p%C3%A9e_et_Bouclier_Clash_des_Rebelles_200.png,OK,False,False,nagimiso,"mai 1, 2020  +"
